Frame,Jumlah_Benur
1,74
2,71
3,72
4,68
5,67
6,70
7,74
8,77
9,73
10,71
11,68
12,66
13,68
14,68
15,65
16,73
17,71
18,68
19,69
20,67
21,63
22,64
23,64
24,69
25,69
26,69
27,64
28,64
29,71
30,68
31,67
32,65
33,66
34,69
35,64
36,64
37,66
38,68
